pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf
