size_key,pdb_id,ligand_chains,receptor_chains,subgroup,pdb_path,ligand_modeled_residues,receptor_modeled_residues,ligand_seq_len,receptor_seq_len,rcsb_status,status
"6BIT|I,K|H",6BIT,"I,K",H,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6BIT.pdb,424.0,115.0,,,skipped,ok
"1FE8|I,M|B",1FE8,"I,M",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1FE8.pdb,421.0,186.0,,,skipped,ok
"4D9Q|D,E|B",4D9Q,"D,E",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4D9Q.pdb,425.0,228.0,,,skipped,ok
"1DZB|B,b|Y",1DZB,"B,b",Y,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1DZB.pdb,222.0,129.0,,,skipped,ok
"3BKY|H,L|P",3BKY,"H,L",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3BKY.pdb,439.0,17.0,,,skipped,ok
"4N9G|H,L|Y",4N9G,"H,L",Y,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4N9G.pdb,435.0,36.0,,,skipped,ok
3OGO|F|C,3OGO,F,C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3OGO.pdb,115.0,227.0,,,skipped,ok
"3A6B|H,L|Y",3A6B,"H,L",Y,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3A6B.pdb,221.0,129.0,,,skipped,ok
"4K24|H,L|U",4K24,"H,L",U,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4K24.pdb,430.0,273.0,,,skipped,ok
3LRH|K|L,3LRH,K,L,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3LRH.pdb,109.0,14.0,,,skipped,ok
"3HI1|A,B|J",3HI1,"A,B",J,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3HI1.pdb,440.0,289.0,,,skipped,ok
"3UZQ|A,a|B",3UZQ,"A,a",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3UZQ.pdb,234.0,95.0,,,skipped,ok
"5C7X|H,L|A",5C7X,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5C7X.pdb,420.0,115.0,,,skipped,ok
"2FX9|I,M|Q",2FX9,"I,M",Q,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2FX9.pdb,441.0,13.0,,,skipped,ok
"5A2K|H,h|P",5A2K,"H,h",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5A2K.pdb,225.0,6.0,,,skipped,ok
"5ANM|A,B|G",5ANM,"A,B",G,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5ANM.pdb,433.0,211.0,,,skipped,ok
5BOZ|K|E,5BOZ,K,E,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5BOZ.pdb,125.0,259.0,,,skipped,ok
"4Z5R|R,S|H",4Z5R,"R,S",H,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4Z5R.pdb,430.0,139.0,,,skipped,ok
2VYR|F|B,2VYR,F,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2VYR.pdb,124.0,85.0,,,skipped,ok
"5ZIA|K,M|N",5ZIA,"K,M",N,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5ZIA.pdb,437.0,8.0,,,skipped,ok
"2NY4|C,D|A",2NY4,"C,D",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2NY4.pdb,436.0,306.0,,,skipped,ok
"3WIH|I,M|B",3WIH,"I,M",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3WIH.pdb,432.0,88.0,,,skipped,ok
"4UU9|A,B|C",4UU9,"A,B",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4UU9.pdb,232.0,65.0,,,skipped,ok
"5T6P|A,B|F",5T6P,"A,B",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5T6P.pdb,422.0,6.0,,,skipped,ok
"3GGW|C,D|F",3GGW,"C,D",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3GGW.pdb,428.0,12.0,,,skipped,ok
"5U7M|D,E|B",5U7M,"D,E",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5U7M.pdb,455.0,126.0,,,skipped,ok
4W6Y|B|A,4W6Y,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4W6Y.pdb,128.0,146.0,,,skipped,ok
"2DD8|H,L|S",2DD8,"H,L",S,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2DD8.pdb,432.0,192.0,,,skipped,ok
5M2I|K|D,5M2I,K,D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5M2I.pdb,121.0,148.0,,,skipped,ok
"6EYO|I,M|B",6EYO,"I,M",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6EYO.pdb,409.0,309.0,,,skipped,ok
"6II8|G,I|A",6II8,"G,I",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6II8.pdb,436.0,316.0,,,skipped,ok
5HVG|D|C,5HVG,D,C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5HVG.pdb,119.0,400.0,,,skipped,ok
"6CDM|D,E|F",6CDM,"D,E",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6CDM.pdb,436.0,6.0,,,skipped,ok
"5W6G|H,L|A",5W6G,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5W6G.pdb,439.0,326.0,,,skipped,ok
"3RU8|H,L|X",3RU8,"H,L",X,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3RU8.pdb,438.0,277.0,,,skipped,ok
"5KVG|H,L|E",5KVG,"H,L",E,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5KVG.pdb,432.0,107.0,,,skipped,ok
"6BLI|G,H|I",6BLI,"G,H",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6BLI.pdb,434.0,28.0,,,skipped,ok
"6FLC|H,L|G",6FLC,"H,L",G,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6FLC.pdb,428.0,98.0,,,skipped,ok
"4NP4|I,M|A",4NP4,"I,M",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4NP4.pdb,434.0,271.0,,,skipped,ok
"2QR0|W,X|V",2QR0,"W,X",V,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2QR0.pdb,429.0,97.0,,,skipped,ok
"1CZ8|H,L|W",1CZ8,"H,L",W,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1CZ8.pdb,431.0,94.0,,,skipped,ok
"5W0K|E,F|C",5W0K,"E,F",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5W0K.pdb,426.0,655.0,,,skipped,ok
"2H9G|A,B|R",2H9G,"A,B",R,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2H9G.pdb,426.0,108.0,,,skipped,ok
"4FQR|c,d|C",4FQR,"c,d",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4FQR.pdb,,,,,,missing_pdb
"5YOY|D,G|B",5YOY,"D,G",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5YOY.pdb,234.0,154.0,,,skipped,ok
"4XGZ|O,P|o",4XGZ,"O,P",o,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4XGZ.pdb,433.0,12.0,,,skipped,ok
"5W06|H,L|T",5W06,"H,L",T,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5W06.pdb,435.0,198.0,,,skipped,ok
"6B3S|J,K|I",6B3S,"J,K",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6B3S.pdb,426.0,194.0,,,skipped,ok
"5IES|H,L|C",5IES,"H,L",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5IES.pdb,425.0,167.0,,,skipped,ok
"2VWE|J,L|B",2VWE,"J,L",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2VWE.pdb,433.0,97.0,,,skipped,ok
"4WHY|G,H|D",4WHY,"G,H",D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4WHY.pdb,414.0,11.0,,,skipped,ok
3OGO|E|A,3OGO,E,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3OGO.pdb,115.0,231.0,,,skipped,ok
"4WHT|K,L|k",4WHT,"K,L",k,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4WHT.pdb,419.0,11.0,,,skipped,ok
"4FFZ|Y,Z|X",4FFZ,"Y,Z",X,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4FFZ.pdb,433.0,97.0,,,skipped,ok
"6DF2|A,B|C",6DF2,"A,B",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6DF2.pdb,429.0,2.0,,,skipped,ok
5M2J|D|A,5M2J,D,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5M2J.pdb,115.0,139.0,,,skipped,ok
"5BVP|H,L|I",5BVP,"H,L",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5BVP.pdb,432.0,149.0,,,skipped,ok
"4AL8|H,L|C",4AL8,"H,L",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4AL8.pdb,425.0,98.0,,,skipped,ok
"4R2G|C,D|O",4R2G,"C,D",O,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4R2G.pdb,435.0,303.0,,,skipped,ok
"5KOV|W,w|S",5KOV,"W,w",S,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5KOV.pdb,105.0,218.0,,,skipped,ok
4Y8D|D|B,4Y8D,D,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4Y8D.pdb,121.0,262.0,,,skipped,ok
"4KXZ|I,J|B",4KXZ,"I,J",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4KXZ.pdb,429.0,112.0,,,skipped,ok
"5JQ6|H,L|A",5JQ6,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5JQ6.pdb,416.0,320.0,,,skipped,ok
"1UWX|K,M|Q",1UWX,"K,M",Q,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1UWX.pdb,429.0,13.0,,,skipped,ok
3QSK|B|A,3QSK,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3QSK.pdb,123.0,119.0,,,skipped,ok
"5W42|H,L|A",5W42,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5W42.pdb,439.0,319.0,,,skipped,ok
"4KXZ|H,L|A",4KXZ,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4KXZ.pdb,436.0,112.0,,,skipped,ok
4WEU|D|B,4WEU,D,B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4WEU.pdb,121.0,223.0,,,skipped,ok
"2R56|H,L|A",2R56,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2R56.pdb,432.0,159.0,,,skipped,ok
"5U7O|D,E|B",5U7O,"D,E",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5U7O.pdb,455.0,126.0,,,skipped,ok
"3FKU|Z,z|C,D",3FKU,"Z,z","C,D",Antibody-Antigen,src\bridging\generatedData\pdb_cache\3FKU.pdb,236.0,503.0,,,skipped,ok
"6II4|E,F|C",6II4,"E,F",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6II4.pdb,432.0,316.0,,,skipped,ok
"3PP4|H,L|P",3PP4,"H,L",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3PP4.pdb,439.0,24.0,,,skipped,ok
5M2M|E|C,5M2M,E,C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5M2M.pdb,127.0,150.0,,,skipped,ok
"4HJ0|P,Q|A",4HJ0,"P,Q",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4HJ0.pdb,416.0,92.0,,,skipped,ok
2P43|B|A,2P43,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2P43.pdb,120.0,124.0,,,skipped,ok
"4D9Q|H,L|A",4D9Q,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4D9Q.pdb,429.0,228.0,,,skipped,ok
"5JYL|B,b|A",5JYL,"B,b",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5JYL.pdb,230.0,97.0,,,skipped,ok
"4F37|F,K|B",4F37,"F,K",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4F37.pdb,443.0,102.0,,,skipped,ok
"4R2G|P,Q|E",4R2G,"P,Q",E,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4R2G.pdb,438.0,303.0,,,skipped,ok
"2Y36|H,L|P",2Y36,"H,L",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2Y36.pdb,426.0,10.0,,,skipped,ok
2P47|B|A,2P47,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2P47.pdb,116.0,123.0,,,skipped,ok
"3IET|A,B|X",3IET,"A,B",X,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3IET.pdb,425.0,9.0,,,skipped,ok
"1YYL|Q,R|P",1YYL,"Q,R",P,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1YYL.pdb,443.0,301.0,,,skipped,ok
"4FQR|g,h|G",4FQR,"g,h",G,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4FQR.pdb,,,,,,missing_pdb
"3B2U|J,K|I",3B2U,"J,K",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3B2U.pdb,430.0,193.0,,,skipped,ok
"3IDY|H,L|G",3IDY,"H,L",G,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3IDY.pdb,443.0,306.0,,,skipped,ok
"5LCV|H,L|A,B",5LCV,"H,L","A,B",Antibody-Antigen,src\bridging\generatedData\pdb_cache\5LCV.pdb,438.0,811.0,,,skipped,ok
"6B5O|H,L|A",6B5O,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6B5O.pdb,440.0,9.0,,,skipped,ok
"5XMH|C,D|B",5XMH,"C,D",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5XMH.pdb,230.0,207.0,,,skipped,ok
"3B2U|N,O|M",3B2U,"N,O",M,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3B2U.pdb,431.0,195.0,,,skipped,ok
"5OTJ|A,B|D",5OTJ,"A,B",D,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5OTJ.pdb,435.0,68.0,,,skipped,ok
"2HRP|M,N|Q",2HRP,"M,N",Q,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2HRP.pdb,442.0,10.0,,,skipped,ok
"6BKC|H,L|E",6BKC,"H,L",E,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6BKC.pdb,433.0,143.0,,,skipped,ok
"5F3B|A,B|C",5F3B,"A,B",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5F3B.pdb,431.0,106.0,,,skipped,ok
"2I5Y|H,L|G",2I5Y,"H,L",G,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2I5Y.pdb,438.0,302.0,,,skipped,ok
5IMK|B|A,5IMK,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5IMK.pdb,125.0,118.0,,,skipped,ok
"4WHT|Q,R|q",4WHT,"Q,R",q,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4WHT.pdb,421.0,10.0,,,skipped,ok
"5UTZ|J,K|I",5UTZ,"J,K",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5UTZ.pdb,433.0,126.0,,,skipped,ok
"4FFZ|H,L|A",4FFZ,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4FFZ.pdb,433.0,97.0,,,skipped,ok
"4XH2|E,F|e",4XH2,"E,F",e,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4XH2.pdb,429.0,17.0,,,skipped,ok
"6H0E|A,B|K",6H0E,"A,B",K,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6H0E.pdb,433.0,7.0,,,skipped,ok
"5D70|H,L|A",5D70,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5D70.pdb,409.0,115.0,,,skipped,ok
"3V6Z|A,B|F",3V6Z,"A,B",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3V6Z.pdb,440.0,148.0,,,skipped,ok
"4RGM|B,C|A",4RGM,"B,C",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4RGM.pdb,430.0,223.0,,,skipped,ok
"3RVV|C,D|A",3RVV,"C,D",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3RVV.pdb,427.0,223.0,,,skipped,ok
"4MHJ|T,X|M",4MHJ,"T,X",M,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4MHJ.pdb,436.0,322.0,,,skipped,ok
"3B2U|W,X|V",3B2U,"W,X",V,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3B2U.pdb,429.0,193.0,,,skipped,ok
"5YOY|O,R|J",5YOY,"O,R",J,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5YOY.pdb,234.0,153.0,,,skipped,ok
"3SKJ|I,M|F",3SKJ,"I,M",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3SKJ.pdb,442.0,84.0,,,skipped,ok
5M2I|L|F,5M2I,L,F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5M2I.pdb,121.0,148.0,,,skipped,ok
"4XNM|H,L|C",4XNM,"H,L",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4XNM.pdb,425.0,196.0,,,skipped,ok
5M2I|I|C,5M2I,I,C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5M2I.pdb,121.0,148.0,,,skipped,ok
"5T6L|H,L|I",5T6L,"H,L",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5T6L.pdb,436.0,152.0,,,skipped,ok
"4YK4|Y,Z|E",4YK4,"Y,Z",E,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4YK4.pdb,434.0,206.0,,,skipped,ok
"5AAM|A,a|C",5AAM,"A,a",C,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5AAM.pdb,228.0,95.0,,,skipped,ok
"1EO8|H,L|A",1EO8,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\1EO8.pdb,427.0,319.0,,,skipped,ok
"4K3J|H,L|B",4K3J,"H,L",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4K3J.pdb,438.0,499.0,,,skipped,ok
"3MJ9|H,L|A",3MJ9,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3MJ9.pdb,419.0,229.0,,,skipped,ok
"3BGF|B,C|A",3BGF,"B,C",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3BGF.pdb,426.0,178.0,,,skipped,ok
"6EJM|I,i|A",6EJM,"I,i",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6EJM.pdb,227.0,91.0,,,skipped,ok
"5IKC|H,L|N",5IKC,"H,L",N,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5IKC.pdb,425.0,90.0,,,skipped,ok
"4OD2|A,B|S",4OD2,"A,B",S,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4OD2.pdb,423.0,97.0,,,skipped,ok
"5HYS|C,D|K",5HYS,"C,D",K,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5HYS.pdb,439.0,213.0,,,skipped,ok
"3Q1S|H,L|I",3Q1S,"H,L",I,Antibody-Antigen,src\bridging\generatedData\pdb_cache\3Q1S.pdb,420.0,113.0,,,skipped,ok
2P48|B|A,2P48,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2P48.pdb,116.0,124.0,,,skipped,ok
"4ZFG|H,L|A",4ZFG,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4ZFG.pdb,428.0,220.0,,,skipped,ok
5DMJ|B|A,5DMJ,B,A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5DMJ.pdb,117.0,165.0,,,skipped,ok
"5VYF|H,L|F",5VYF,"H,L",F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5VYF.pdb,419.0,137.0,,,skipped,ok
"4RDQ|H,I|A",4RDQ,"H,I",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4RDQ.pdb,423.0,366.0,,,skipped,ok
"5SY8|H,L|O",5SY8,"H,L",O,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5SY8.pdb,446.0,155.0,,,skipped,ok
"4PS4|H,L|A",4PS4,"H,L",A,Antibody-Antigen,src\bridging\generatedData\pdb_cache\4PS4.pdb,436.0,76.0,,,skipped,ok
"5KVD|H,L|E",5KVD,"H,L",E,Antibody-Antigen,src\bridging\generatedData\pdb_cache\5KVD.pdb,441.0,108.0,,,skipped,ok
2X89|B|F,2X89,B,F,Antibody-Antigen,src\bridging\generatedData\pdb_cache\2X89.pdb,128.0,91.0,,,skipped,ok
"6EJM|H,h|B",6EJM,"H,h",B,Antibody-Antigen,src\bridging\generatedData\pdb_cache\6EJM.pdb,229.0,88.0,,,skipped,ok
1JTG|B|A,1JTG,B,A,OTHER,src\bridging\generatedData\pdb_cache\1JTG.pdb,165.0,262.0,,,skipped,ok
"1DE4|A,B|C,F",1DE4,"A,B","C,F",OTHER,src\bridging\generatedData\pdb_cache\1DE4.pdb,371.0,1270.0,,,skipped,ok
"5CBA|A,B|E",5CBA,"A,B",E,OTHER,src\bridging\generatedData\pdb_cache\5CBA.pdb,239.0,61.0,,,skipped,ok
"5HYS|C,D|J,K",5HYS,"C,D","J,K",OTHER,src\bridging\generatedData\pdb_cache\5HYS.pdb,439.0,427.0,,,skipped,ok
1ATN|A|D,1ATN,A,D,OTHER,src\bridging\generatedData\pdb_cache\1ATN.pdb,371.0,258.0,,,skipped,ok
"1EER|A|B,C",1EER,A,"B,C",OTHER,src\bridging\generatedData\pdb_cache\1EER.pdb,166.0,426.0,,,skipped,ok
1R6Q|A|C,1R6Q,A,C,OTHER,src\bridging\generatedData\pdb_cache\1R6Q.pdb,142.0,94.0,,,skipped,ok
"5Y9J|H,L|A,B,C",5Y9J,"H,L","A,B,C",OTHER,src\bridging\generatedData\pdb_cache\5Y9J.pdb,428.0,144.0,,,skipped,ok
6CWG|B|A,6CWG,B,A,OTHER,src\bridging\generatedData\pdb_cache\6CWG.pdb,127.0,262.0,,,skipped,ok
6DBG|C|B,6DBG,C,B,OTHER,src\bridging\generatedData\pdb_cache\6DBG.pdb,118.0,286.0,,,skipped,ok
"1AKJ|A,B|D,E",1AKJ,"A,B","D,E",TCR-pMHC,src\bridging\generatedData\pdb_cache\1AKJ.pdb,374.0,228.0,,,skipped,ok
"5O14|H,L|A",5O14,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\5O14.pdb,433.0,229.0,,,skipped,ok
1J2J|A|B,1J2J,A,B,OTHER,src\bridging\generatedData\pdb_cache\1J2J.pdb,165.0,41.0,,,skipped,ok
"3BP8|A,B|C",3BP8,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\3BP8.pdb,761.0,75.0,,,skipped,ok
"4HX3|B,D|A",4HX3,"B,D",A,OTHER,src\bridging\generatedData\pdb_cache\4HX3.pdb,222.0,134.0,,,skipped,ok
2SNI|E|I,2SNI,E,I,OTHER,src\bridging\generatedData\pdb_cache\2SNI.pdb,275.0,64.0,,,skipped,ok
"3U7Y|H,L|G",3U7Y,"H,L",G,OTHER,src\bridging\generatedData\pdb_cache\3U7Y.pdb,429.0,340.0,,,skipped,ok
1JTD|B|A,1JTD,B,A,OTHER,src\bridging\generatedData\pdb_cache\1JTD.pdb,273.0,262.0,,,skipped,ok
1UUG|A|B,1UUG,A,B,OTHER,src\bridging\generatedData\pdb_cache\1UUG.pdb,222.0,82.0,,,skipped,ok
"1IJK|A|B,C",1IJK,A,"B,C",OTHER,src\bridging\generatedData\pdb_cache\1IJK.pdb,199.0,252.0,,,skipped,ok
"1HCF|A,B|X",1HCF,"A,B",X,OTHER,src\bridging\generatedData\pdb_cache\1HCF.pdb,242.0,101.0,,,skipped,ok
1M10|A|B,1M10,A,B,OTHER,src\bridging\generatedData\pdb_cache\1M10.pdb,199.0,267.0,,,skipped,ok
1AVX|A|B,1AVX,A,B,OTHER,src\bridging\generatedData\pdb_cache\1AVX.pdb,223.0,172.0,,,skipped,ok
"4FP8|H,L|A",4FP8,"H,L",A,OTHER,src\bridging\generatedData\pdb_cache\4FP8.pdb,451.0,267.0,,,skipped,ok
"1M27|A,B|C",1M27,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\1M27.pdb,115.0,61.0,,,skipped,ok
2I25|N|L,2I25,N,L,OTHER,src\bridging\generatedData\pdb_cache\2I25.pdb,114.0,129.0,,,skipped,ok
1NVU|Q|S,1NVU,Q,S,OTHER,src\bridging\generatedData\pdb_cache\1NVU.pdb,166.0,469.0,,,skipped,ok
1NVU|R|S,1NVU,R,S,OTHER,src\bridging\generatedData\pdb_cache\1NVU.pdb,166.0,469.0,,,skipped,ok
1ZHI|A|B,1ZHI,A,B,OTHER,src\bridging\generatedData\pdb_cache\1ZHI.pdb,195.0,125.0,,,skipped,ok
3PC8|A|C,3PC8,A,C,OTHER,src\bridging\generatedData\pdb_cache\3PC8.pdb,97.0,77.0,,,skipped,ok
"5KOV|C|A,B",5KOV,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\5KOV.pdb,223.0,434.0,,,skipped,ok
2OZA|B|A,2OZA,B,A,OTHER,src\bridging\generatedData\pdb_cache\2OZA.pdb,340.0,332.0,,,skipped,ok
2X9A|D|C,2X9A,D,C,OTHER,src\bridging\generatedData\pdb_cache\2X9A.pdb,90.0,61.0,,,skipped,ok
3BZD|A|B,3BZD,A,B,TCR-pMHC,src\bridging\generatedData\pdb_cache\3BZD.pdb,109.0,234.0,,,skipped,ok
"1EZU|C|A,B",1EZU,C,"A,B",OTHER,src\bridging\generatedData\pdb_cache\1EZU.pdb,223.0,280.0,,,skipped,ok
1I2M|A|B,1I2M,A,B,OTHER,src\bridging\generatedData\pdb_cache\1I2M.pdb,165.0,388.0,,,skipped,ok
1BVN|P|T,1BVN,P,T,OTHER,src\bridging\generatedData\pdb_cache\1BVN.pdb,496.0,71.0,,,skipped,ok
"2OOR|A,B|C",2OOR,"A,B",C,OTHER,src\bridging\generatedData\pdb_cache\2OOR.pdb,742.0,173.0,,,skipped,ok
2TGP|Z|I,2TGP,Z,I,OTHER,src\bridging\generatedData\pdb_cache\2TGP.pdb,223.0,58.0,,,skipped,ok
1DFJ|E|I,1DFJ,E,I,OTHER,src\bridging\generatedData\pdb_cache\1DFJ.pdb,124.0,456.0,,,skipped,ok
2UUY|A|B,2UUY,A,B,OTHER,src\bridging\generatedData\pdb_cache\2UUY.pdb,223.0,52.0,,,skipped,ok
1KXP|A|D,1KXP,A,D,OTHER,src\bridging\generatedData\pdb_cache\1KXP.pdb,349.0,438.0,,,skipped,ok
1GXD|A|C,1GXD,A,C,OTHER,src\bridging\generatedData\pdb_cache\1GXD.pdb,624.0,192.0,,,skipped,ok
5VNW|D|A,5VNW,D,A,OTHER,src\bridging\generatedData\pdb_cache\5VNW.pdb,120.0,583.0,,,skipped,ok
1NW9|B|A,1NW9,B,A,OTHER,src\bridging\generatedData\pdb_cache\1NW9.pdb,238.0,91.0,,,skipped,ok
2I9B|E|A,2I9B,E,A,OTHER,src\bridging\generatedData\pdb_cache\2I9B.pdb,265.0,122.0,,,skipped,ok
"2NYZ|A,B|D",2NYZ,"A,B",D,OTHER,src\bridging\generatedData\pdb_cache\2NYZ.pdb,742.0,61.0,,,skipped,ok
1FQJ|A|B,1FQJ,A,B,OTHER,src\bridging\generatedData\pdb_cache\1FQJ.pdb,317.0,133.0,,,skipped,ok
3F1P|A|B,3F1P,A,B,OTHER,src\bridging\generatedData\pdb_cache\3F1P.pdb,114.0,111.0,,,skipped,ok
