pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm,temperature_k
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
1R0R,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1R0R.pdb,274.0,51.0,1.1387405395507812,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
3SGB,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\3SGB.pdb,185.0,50.0,1.259799599647522,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1CHO,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1CHO.pdb,238.0,53.0,1.1905516386032104,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
1PPF,too_few_CA,,,,OTHER,src\bridging\generatedData\pdb_cache\1PPF.pdb,218.0,56.0,1.1948015689849854,inf,
